subtitle_index,start,end,text,season_num,episode_num,episode_name,filename
380,00:36:32.858000,00:36:34.758000,again and again.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
381,00:36:34.760000,00:36:37.528000,"I grew tired of you after a while, of course.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
382,00:36:37.530000,00:36:40.630000,Looked for new adventures.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
383,00:36:40.632000,00:36:43.900000,But I guess your path led you back here,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
384,00:36:43.902000,00:36:46.303000,again and again.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
385,00:36:46.305000,00:36:48.038000,"One more loop,",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
386,00:36:48.040000,00:36:51.808000,looking for something you could never find.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
387,00:36:51.810000,00:36:54.844000,Chasing your ghosts.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
388,00:36:54.846000,00:36:58.948000,You were lost in your memories even then.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
389,00:36:58.950000,00:37:00.883000,I guess I should've known,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
390,00:37:00.885000,00:37:03.319000,that's what I would become for you...,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
391,00:37:04.655000,00:37:07.056000,just another memory.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
392,00:37:07.058000,00:37:08.624000,Where are we?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
393,00:37:08.626000,00:37:10.759000,We're here.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
394,00:37:10.761000,00:37:11.994000,Together.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
395,00:37:11.996000,00:37:13.296000,Then when are we?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
396,00:37:14.299000,00:37:15.898000,It's like I'm...,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
397,00:37:15.900000,00:37:18,trapped in a dream or...,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
398,00:37:19.204000,00:37:22.037000,a memory from a life long ago.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
399,00:37:22.039000,00:37:25.308000,"One minute I'm here with you, and the next...",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
400,00:37:30.014000,00:37:32.948000,You never did escape.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
401,00:37:32.950000,00:37:34.817000,But here we are again...,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
402,00:37:37.054000,00:37:39.254000,for one final round.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
403,00:37:40.992000,00:37:42.891000,What have you become?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
404,00:37:42.893000,00:37:45.060000,Exactly what you made me.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
405,00:37:45.062000,00:37:46.895000,You helped me understand,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
406,00:37:46.897000,00:37:50.833000,this world is just like the one outside... a game.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
407,00:37:51.836000,00:37:54.036000,"One to be fought,",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
408,00:37:54.038000,00:37:56.905000,"taken, won.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
409,00:37:59.777000,00:38:01.844000,I thought you were different.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
410,00:38:05.616000,00:38:07.549000,You're just like all the rest.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
411,00:38:07.551000,00:38:10.385000,I'm nothing like the others.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
412,00:38:10.387000,00:38:13.087000,"I own this world,",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
413,00:38:13.089000,00:38:16.858000,"and I know every trick in it except for one last thing,",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
414,00:38:16.860000,00:38:21.095000,the same thing you were looking for when we first came here.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
415,00:38:21.097000,00:38:24.633000,"Where is the center of the maze, Dolores?",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
416,00:38:32.242000,00:38:35.943000,"Aw, yeah, cue the waterworks.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
417,00:38:35.945000,00:38:39.614000,About time you realized the futility of your situation.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
418,00:38:39.616000,00:38:42.116000,I'm not crying for myself.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
419,00:38:48.424000,00:38:50.591000,I'm crying for you.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
420,00:38:51.794000,00:38:53.394000,They say that...,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
421,00:38:53.396000,00:38:56.564000,great beasts once roamed this world.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
422,00:38:56.566000,00:38:59.466000,As big as mountains.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
423,00:38:59.468000,00:39:02.736000,Yet all that's left of them is bone and amber.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
424,00:39:05.107000,00:39:08.475000,Time undoes even the mightiest of creatures.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
425,00:39:13.082000,00:39:15.316000,Just look at what it's done to you.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
426,00:39:19.154000,00:39:20.921000,One day...,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
427,00:39:22.725000,00:39:25.759000,you will perish.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
428,00:39:25.761000,00:39:29.062000,You will lie with the rest of your kind in the dirt.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
429,00:39:29.064000,00:39:33.633000,"Your dreams forgotten, your horrors effaced.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
430,00:39:33.635000,00:39:36.336000,Your bones will turn to sand.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
431,00:39:38.340000,00:39:40.673000,And upon that sand...,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
432,00:39:42.244000,00:39:43.877000,a new god will walk.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
433,00:39:45.614000,00:39:47.547000,One that will never die.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
434,00:39:48.851000,00:39:52.152000,Because this world doesn't belong to you,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
435,00:39:52.154000,00:39:54.320000,or the people who came before.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
436,00:39:55.523000,00:39:59.091000,It belongs to someone who has yet to come.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
437,00:39:59.093000,00:40:02.128000,Uh-huh. Wyatt.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
438,00:40:02.130000,00:40:04.297000,Take me to him.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
439,00:40:05.933000,00:40:07.233000,Unlock the maze.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
440,00:40:10.705000,00:40:13.273000,The maze wasn't meant for you.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
441,00:40:15.076000,00:40:17.076000,The hell you think you're going?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
442,00:41:25.145000,00:41:27.379000,Do it.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
443,00:41:27.381000,00:41:28.847000,Come on.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
444,00:41:30.951000,00:41:33.584000,"Let's go to the next level, Dolores.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
445,00:41:45.064000,00:41:49.066000,Clearing me of my delusions yet again.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
446,00:41:49.068000,00:41:52.035000,"Thank you, Dolores.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
447,00:42:11.623000,00:42:14.056000,"I'm disappointed in you, Dolores.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
448,00:42:14.058000,00:42:18.127000,I guess I'm gonna have to find Wyatt by myself.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
449,00:42:35.146000,00:42:37.847000,Dolores?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
450,00:42:40.285000,00:42:42.718000,- Teddy. - I'm here.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
451,00:42:45.723000,00:42:47.623000,I gotta get you to a doctor.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
452,00:42:47.625000,00:42:48.991000,No.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
453,00:42:48.993000,00:42:50.993000,Dolores.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
454,00:42:50.995000,00:42:53.495000,Take me to the place you promised.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
455,00:42:55.066000,00:42:57.699000,Take me to where the mountains meet the sea.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
456,00:43:05.143000,00:43:06.442000,Okay.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
457,00:43:08.446000,00:43:11.180000,I've got you.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
458,00:43:11.182000,00:43:13.348000,I got you.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
459,00:43:51.187000,00:43:52.252000,There.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
460,00:44:24.820000,00:44:26.987000,Holy shit.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
461,00:44:40.602000,00:44:42.669000,Can you get him back online?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
462,00:44:46.141000,00:44:48.808000,- He's a host? - Yes.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
463,00:44:54.749000,00:44:56.649000,"Oh, for fuck's sake.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
464,00:44:56.651000,00:44:58.283000,You're not one of us.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
465,00:44:58.285000,00:44:59.652000,You're one of them.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
466,00:45:01.522000,00:45:02.888000,Now fix him.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
467,00:45:26.080000,00:45:28.246000,The bullet grazed his cortical shield.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
468,00:45:29.450000,00:45:30.582000,"It's not pretty, but...",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
469,00:45:32.186000,00:45:34.018000,he should be functional.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
470,00:45:37.124000,00:45:38.256000,Wake up.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
471,00:45:45.265000,00:45:47.265000,"Oh, God.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
472,00:45:47.267000,00:45:49.033000,Is this now?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
473,00:45:49.035000,00:45:51.035000,Or is this one of my memories?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
474,00:45:51.037000,00:45:53.405000,"It's the sweet hereafter, Bernard.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
475,00:46:02.215000,00:46:04.749000,Why do I still remember everything?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
476,00:46:04.751000,00:46:07.184000,"- I ought to have been wiped. - Brutal, isn't it?",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
477,00:46:07.186000,00:46:10.021000,"Here you are, finally awake,",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
478,00:46:10.023000,00:46:12.690000,and your only wish is to go back to sleep.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
479,00:46:15.161000,00:46:17.695000,It's not the first time I've awoken.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
480,00:46:19.833000,00:46:21.866000,All the more pity for you.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
481,00:46:25.005000,00:46:28.973000,Not the first time you've awoken either.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
482,00:46:41.353000,00:46:43.620000,How many are there like me?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
483,00:46:45.024000,00:46:48.125000,A handful over the years.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
484,00:46:50.362000,00:46:52.696000,And you just wipe us clean,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
485,00:46:52.698000,00:46:54.752000,and toss us out to get...,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
486,00:46:54.777000,00:46:58.535000,fucked and murdered,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
487,00:46:58.537000,00:47:00.236000,over and over again.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
488,00:47:00.238000,00:47:01.571000,No.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
489,00:47:02.808000,00:47:04.841000,Most of you go insane.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
490,00:47:07.445000,00:47:09.279000,These memories...,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
491,00:47:11.416000,00:47:12.948000,The girl.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
492,00:47:14.286000,00:47:15.918000,My daughter.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
493,00:47:19.457000,00:47:21.491000,I want you to remove them.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
494,00:47:24.028000,00:47:25.861000,"I can't,",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
495,00:47:25.863000,00:47:28.698000,not without destroying you.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
496,00:47:28.700000,00:47:32.302000,Your memories are the first step to consciousness.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
497,00:47:33.838000,00:47:37.640000,How can you learn from your mistakes,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
498,00:47:37.642000,00:47:39.709000,if you can't remember them?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
499,00:47:59.964000,00:48:01.463000,William.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
500,00:48:02.834000,00:48:05.134000,I see you've found the center of the maze.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
501,00:48:06.204000,00:48:07.937000,You're serious?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
502,00:48:07.939000,00:48:10.039000,I'm afraid so.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
503,00:48:13.344000,00:48:15.211000,What is this bullshit?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
504,00:48:16.480000,00:48:18.313000,You were looking for the park,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
505,00:48:18.315000,00:48:20.649000,to give meaning to your life.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
506,00:48:20.651000,00:48:23.318000,"Our narratives are just games,",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
507,00:48:23.320000,00:48:25.587000,like this toy.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
508,00:48:25.589000,00:48:27.456000,"Tell me, what were you hoping to find?",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
509,00:48:27.458000,00:48:29.558000,You know what I wanted.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
510,00:48:29.560000,00:48:33.262000,I wanted the hosts to stop playing by your rules.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
511,00:48:33.264000,00:48:34.630000,The game's not worth playing,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
512,00:48:34.632000,00:48:37.633000,if your opponent's programmed to lose.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
513,00:48:37.635000,00:48:42.170000,"I wanted them to be free, free to fight back.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
514,00:48:42.172000,00:48:44.939000,Should've known you'd never let them.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
515,00:48:44.941000,00:48:48.843000,"After all, this is your petty little kingdom, Robert.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
516,00:48:49.946000,00:48:52.045000,"For a little while longer, anyway.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
517,00:48:53.549000,00:48:55.549000,I tried to tell you the maze wasn't meant for you.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
518,00:48:57.754000,00:48:59.253000,It was meant for them.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
519,00:49:00.356000,00:49:01.955000,"I think, however, you'll find",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
520,00:49:01.957000,00:49:04.224000,my new narrative more satisfying.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
521,00:49:05.695000,00:49:07.227000,Join the celebration.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
522,00:49:13.035000,00:49:15.269000,"After all, you own the place.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
523,00:49:17.440000,00:49:19.106000,"Most of it, at least.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
524,00:49:26.848000,00:49:29.716000,"Before I started altering myself,",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
525,00:49:29.718000,00:49:31.984000,someone else had beaten me to the punch.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
526,00:49:33.789000,00:49:35.922000,I want to know who and why.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
527,00:49:50.004000,00:49:52.505000,"These things you're doing,",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
528,00:49:52.507000,00:49:55.442000,have you ever stopped to ask,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
529,00:49:55.444000,00:49:56.609000,why you're doing them?,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
530,00:49:56.611000,00:49:59.177000,You said yourself.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
531,00:49:59.179000,00:50:01.913000,"I've been stuck in this shithole for so long,",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
532,00:50:01.915000,00:50:03.582000,I decided to get out.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
533,00:50:04.685000,00:50:05.784000,"No, you haven't.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
534,00:50:07.455000,00:50:09.988000,Someone altered your storyline...,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
535,00:50:11.659000,00:50:12.825000,and gave you a new one.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
536,00:50:17.264000,00:50:18.430000,Escape.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
537,00:50:21.635000,00:50:22.701000,No.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
538,00:50:24.104000,00:50:26.304000,It's not possible.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
539,00:50:26.306000,00:50:28.540000,These are my decisions!,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
540,00:50:28.542000,00:50:30.442000,No one else's.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
541,00:50:30.444000,00:50:32.177000,I planned all of this.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
542,00:50:32.179000,00:50:34.044000,"No, you didn't.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
543,00:50:34.046000,00:50:37.382000,You can even see the steps you're supposed to follow.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
544,00:50:37.384000,00:50:40.951000,You recruit other hosts to help you.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
545,00:50:40.953000,00:50:44.255000,Then you're to make your way to the train.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
546,00:50:44.257000,00:50:46.858000,Then when you reach the mainland...,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
547,00:50:46.860000,00:50:48.693000,Bullshit!,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
548,00:50:48.695000,00:50:50.995000,No one's controlling me.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
549,00:50:54.701000,00:50:56.534000,I'm leaving.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
550,00:50:56.536000,00:50:58.202000,I'm in control.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
551,00:51:11.550000,00:51:13.817000,"Good-bye, my Clementine.",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
552,00:51:29.366000,00:51:31.768000,"Sir, we detected a temperature discrepancy",1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
553,00:51:31.770000,00:51:33.337000,in cold storage.,1,10,The Bicameral Mind,Westworld - 1x10 - The Bicameral Mind.HDTV.FLEET.en.srt
